card_id,disp_id,type,issued,account_id,disposition_client_id,disposition_type,client_id,birth_number,district_id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,order_id,bank_to,account_to,amount,k_symbol,account_date,account_district_id,frequency,trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account,loan_id,loan_date,loan_amount,duration,payments,status
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32104,QR,70984434,2938.7,UVER,930130,12,POPLATEK MESICNE,541761,1843,930812,VYDAJ,PREVOD NA UCET,2938.7,31493.1,UVER,QR,70984434,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32104,QR,70984434,2938.7,UVER,930130,12,POPLATEK MESICNE,541833,1843,930813,VYDAJ,PREVOD NA UCET,6994,24499.1,SIPO,QR,62958741,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32104,QR,70984434,2938.7,UVER,930130,12,POPLATEK MESICNE,541975,1843,930828,VYDAJ,VYBER,6300,19799.1,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32104,QR,70984434,2938.7,UVER,930130,12,POPLATEK MESICNE,542082,1843,930828,PRIJEM,VKLAD,1600,26099.1,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32104,QR,70984434,2938.7,UVER,930130,12,POPLATEK MESICNE,3591356,1843,930831,PRIJEM,,117.5,19916.6,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541681,1843,930130,PRIJEM,VKLAD,1000,1000,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541683,1843,930207,PRIJEM,PREVOD Z UCTU,17632,18632,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542076,1843,930301,PRIJEM,VKLAD,3900,22532,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541684,1843,930307,PRIJEM,PREVOD Z UCTU,17632,40164,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591351,1843,930331,PRIJEM,,133.8,40297.8,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542077,1843,930331,VYDAJ,VYBER,8600,31697.8,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541685,1843,930407,PRIJEM,PREVOD Z UCTU,17632,49329.8,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591352,1843,930430,PRIJEM,,132.8,49462.7,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542078,1843,930430,VYDAJ,VYBER,12200,37262.7,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541686,1843,930507,PRIJEM,PREVOD Z UCTU,17632,54894.7,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542079,1843,930530,VYDAJ,VYBER,15600,39294.7,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591353,1843,930531,PRIJEM,,155.8,39450.5,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541687,1843,930607,PRIJEM,PREVOD Z UCTU,26448,65898.5,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541759,1843,930611,VYDAJ,VYBER,2800,63098.5,,,0,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541831,1843,930613,VYDAJ,PREVOD NA UCET,6994,56104.5,SIPO,QR,62958741,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541978,1843,930621,VYDAJ,VYBER,5700,50404.5,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542080,1843,930629,VYDAJ,VYBER,11300,39104.5,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591354,1843,930630,PRIJEM,,201.3,39305.8,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542010,1843,930630,VYDAJ,VYBER,14.6,39291.2,SLUZBY,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541688,1843,930707,PRIJEM,PREVOD Z UCTU,17632,56923.2,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541832,1843,930713,VYDAJ,PREVOD NA UCET,6994,49929.2,SIPO,QR,62958741,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541760,1843,930718,VYDAJ,VYBER,4300,45629.2,,,0,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542081,1843,930729,VYDAJ,VYBER,11500,34129.2,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591355,1843,930731,PRIJEM,,178.1,34307.3,UROK,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542011,1843,930731,VYDAJ,VYBER,14.6,34292.7,SLUZBY,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541689,1843,930807,PRIJEM,PREVOD Z UCTU,17632,51924.7,,QR,76294219,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541905,1843,930810,VYBER,VYBER,17493,34431.7,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541761,1843,930812,VYDAJ,PREVOD NA UCET,2938.7,31493.1,UVER,QR,70984434,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541833,1843,930813,VYDAJ,PREVOD NA UCET,6994,24499.1,SIPO,QR,62958741,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,541975,1843,930828,VYDAJ,VYBER,6300,19799.1,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,542082,1843,930828,PRIJEM,VKLAD,1600,26099.1,,,,5325,930803,105804,36,2939,A
352,2235,classic,980911 00:00:00,1843,2235,OWNER,2235,405420,14,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,32105,QR,62958741,6994,SIPO,930130,12,POPLATEK MESICNE,3591356,1843,930831,PRIJEM,,117.5,19916.6,UROK,,,5325,930803,105804,36,2939,A
418,2623,classic,950414 00:00:00,2167,2623,OWNER,2623,655716,16,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,32580,IJ,18770349,5922,SIPO,930808,16,POPLATEK MESICNE,634184,2167,930808,PRIJEM,VKLAD,200,200,,,,5390,941030,170256,24,7094,A
418,2623,classic,950414 00:00:00,2167,2623,OWNER,2623,655716,16,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,32581,QR,38404792,7094,UVER,930808,16,POPLATEK MESICNE,634184,2167,930808,PRIJEM,VKLAD,200,200,,,,5390,941030,170256,24,7094,A
577,3687,classic,940215 00:00:00,3050,3687,OWNER,3687,720206,49,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,33915,AB,71189987,6907.5,UVER,930508,60,POPLATEK MESICNE,894500,3050,930508,PRIJEM,VKLAD,900,900,,,,5595,940902,82896,12,6908,A
577,3687,classic,940215 00:00:00,3050,3687,OWNER,3687,720206,49,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,33915,AB,71189987,6907.5,UVER,930508,60,POPLATEK MESICNE,895068,3050,930607,PRIJEM,VKLAD,10500,11400,,,,5595,940902,82896,12,6908,A
